TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS;LIQUIDEZ MEDIA DIARIA;VPA;LPA;PEG Ratio;VALOR DE MERCADO
CTSA3;4.19;;-2.37;0.51;0.18;-22.39;-15.56;-45.69;-6.96;-17.47;-10.51;0.76;1.08;2.26;-0.27;1.37;-21.36;-7.79;-4.49;0.36;0.64;0.17;-0.42;;408930.33;8.28;-1.77;-0.06;116585832.39
IGTI3;2.91;1.8;12.81;0.86;0.49;61.96;51.62;24.53;6.09;13.77;3.14;0.44;3.14;6.09;-0.61;1.71;6.7;3.83;8.12;0.57;0.43;0.16;7.95;28.92;393626.61;3.39;0.23;0.01;6225049837.1
TECN3;3.65;2.25;4.9;0.68;0.4;55.0;17.3;15.45;4.37;4.08;-0.3;-0.05;0.76;0.79;-1.14;4.3;13.89;8.11;11.06;0.58;0.42;0.52;0.65;;390490.5;5.36;0.74;0.11;258807684.75
ALLD3;7.02;6.88;8.6;0.42;0.19;12.55;3.39;1.31;3.33;4.61;1.28;0.16;0.11;0.65;-0.61;1.73;4.9;2.2;7.91;0.45;0.55;1.67;14.71;32.13;389659.56;16.66;0.82;2.81;654408485.64
SHOW3;2.07;;8.86;0.91;0.2;26.58;15.48;3.86;2.21;-0.25;-2.46;-1.02;0.34;4.87;-0.64;1.06;10.3;2.25;33.65;0.22;0.77;0.58;-12.84;-18.71;386887.22;2.27;0.23;-0.04;139544142.03
RNEW4;1.27;;0.52;0.39;0.12;12.74;321.87;254.92;0.41;1.71;1.31;1.26;1.31;-0.85;-0.12;0.19;76.22;22.51;41.54;0.3;0.7;0.09;-22.41;;377527.83;3.24;2.47;0.0;310191718.63
DMVF3;6.09;;20.45;0.36;0.2;31.9;2.47;0.9;7.47;6.86;-0.61;-0.03;0.18;4.35;-0.29;1.19;1.75;0.99;4.49;0.57;0.43;1.1;319.38;;363387.53;17.03;0.3;-0.78;308171307.78
INEP3;4.25;;-0.51;-0.1;0.15;-81.15;-1248.74;-3918.33;-1.61;-9.2;-7.69;;20.1;-0.15;-0.17;0.08;-20.32;-29.52;15.1;-1.45;2.45;0.01;-23.07;;310981.06;-40.76;-8.28;0.0;177091082.77
GPIV33;2.89;;-0.24;0.13;0.04;100.0;124.93;113.1;-0.22;0.24;0.46;-0.28;;0.4;-0.07;1.38;-54.77;-17.67;-23.53;0.32;0.46;-0.16;;;305341.08;22.21;-12.16;-0.01;124980636.55
OFSA3;23.2;0.85;-53.59;1.87;0.99;48.31;11.04;-2.37;11.5;12.29;0.79;0.13;1.27;2.58;-2.7;2.51;-3.49;-1.84;0.96;0.53;0.47;0.78;15.56;;301103.64;12.41;-0.43;0.45;1251616939.2
LPSB3;2.28;0.91;14.68;1.53;0.85;82.91;20.42;12.52;9.0;7.5;-1.5;-0.26;1.84;7.42;-1.14;1.82;10.44;5.78;11.9;0.55;0.46;0.46;11.92;;278386.56;1.49;0.16;0.18;336424558.68
TASA3;14.59;9.57;7.99;1.67;0.85;38.11;17.69;11.8;5.33;6.36;1.04;0.33;0.94;3.79;-2.06;1.62;20.87;10.66;14.49;0.51;0.49;0.9;29.58;;273769.61;8.75;1.83;-0.13;1845190718.46
CTSA4;2.05;;-1.16;0.25;0.09;-22.39;-15.56;-45.69;-3.4;-17.47;-10.51;0.76;0.53;1.11;-0.13;1.37;-21.36;-7.79;-4.49;0.36;0.64;0.17;-0.42;;266740.33;8.28;-1.77;-0.03;116585832.39
FRIO3;255.0;;-9.83;-2.38;0.61;16.9;6.84;-5.72;8.22;19.05;10.84;;0.56;-1.7;-2.13;0.67;-24.21;-6.15;9.74;-0.25;1.21;1.08;15.09;;254100.24;-107.11;-25.93;0.23;1047222270.0
IGBR3;175.99;;0.56;-0.34;1.04;100.0;6032.01;5379.32;0.5;1.06;0.56;;30.26;-0.99;-2.15;0.33;-60.1;184.1;-146.75;-3.06;4.06;0.03;-7.98;;250175.33;-520.56;312.87;0.0;220074791.04
RSID3;3.79;;-0.15;-0.06;0.12;125.92;660.98;1099.95;-0.24;-2.22;-1.98;;;-0.06;-0.26;0.22;-41.43;-82.6;50.63;-1.99;3.0;-0.08;;;249112.5;-62.42;-25.86;0.0;75800000.0
RAPT3;11.39;5.11;9.02;1.27;0.29;25.06;11.93;3.72;2.81;4.99;2.14;0.97;0.34;0.96;-0.7;2.1;14.12;3.26;11.63;0.23;0.68;0.88;30.59;54.84;247615.19;8.94;1.26;-0.4;3795765922.13
PDTC3;3.18;;11.04;1.64;0.46;35.71;10.17;5.93;6.44;8.1;1.65;0.42;0.66;1.26;-1.53;2.1;14.89;4.19;13.54;0.28;0.72;0.71;276.1;3.91;241147.64;1.93;0.29;0.01;251902631.52
RNEW3;1.29;;0.52;0.4;0.12;12.74;321.87;254.92;0.41;1.71;1.31;1.26;1.33;-0.86;-0.12;0.19;76.22;22.51;41.54;0.3;0.7;0.09;-22.41;;231235.28;3.24;2.47;0.0;310191718.63
MTSA4;50.47;2.51;5.09;1.03;0.79;29.63;13.88;13.56;4.97;4.88;-1.4;-0.29;0.69;1.38;-3.57;3.77;20.2;15.55;15.32;0.77;0.23;1.15;27.16;46.0;229702.11;49.09;9.92;0.85;561273636.0
BAZA3;91.09;5.85;4.27;0.88;0.12;26.11;45.99;30.61;2.85;2.85;;;1.31;4.11;-0.12;;20.56;2.8;;0.14;0.86;0.09;17.64;79.28;228557.14;103.67;21.31;0.9;5106351913.35
BOBR4;2.27;;5.51;-8.22;0.66;39.6;15.89;7.28;2.52;2.74;1.55;;0.4;-6.85;-1.28;0.84;-149.2;11.92;59.94;-0.08;1.08;1.64;6.05;-3.28;225125.28;-0.28;0.41;-0.02;278970428.74
CGRA4;25.56;5.59;5.98;0.59;0.42;53.77;6.83;12.81;11.21;8.19;-3.05;-0.16;0.77;1.58;-0.75;2.66;9.8;7.1;3.78;0.72;0.28;0.55;9.76;6.93;209903.17;43.61;4.27;-0.23;514730631.27
SLED4;1.6;;0.22;-0.04;0.24;47.85;73.94;92.71;0.28;0.95;0.65;;0.21;-0.1;-0.36;0.12;-18.07;107.04;-15.91;-5.92;6.92;1.15;-45.03;;207054.67;-39.57;7.15;-0.01;16497692.59
ALUP4;9.88;6.07;12.13;1.2;0.32;75.83;71.87;23.53;3.97;7.86;3.91;1.18;2.85;3.56;-0.39;1.89;9.87;2.63;9.39;0.27;0.62;0.11;20.04;17.61;204998.22;8.25;0.81;-0.57;8972092241.92
CEBR6;21.3;13.69;7.88;1.47;1.05;42.78;84.57;67.3;6.27;3.04;-2.76;-0.65;5.3;2.39;-2.21;6.09;18.63;13.32;12.9;0.71;0.11;0.2;-34.71;8.36;199376.78;14.5;2.7;-26.69;1420397941.5
CGAS5;117.5;2.88;44.26;35.05;1.11;22.25;18.15;2.21;5.39;6.99;1.86;12.07;0.98;63.17;-1.8;1.05;79.18;2.51;17.62;0.03;0.97;1.14;25.75;-11.28;197621.78;3.35;2.65;-0.56;14842305744.0
INEP4;3.36;;-0.41;-0.08;0.12;-81.15;-1248.74;-3918.33;-1.27;-9.2;-7.69;;15.89;-0.12;-0.13;0.08;-20.32;-29.52;15.1;-1.45;2.45;0.01;-23.07;;192527.64;-40.76;-8.28;0.0;177091082.77
NORD3;13.64;;-12.03;-0.58;4.86;91.45;211.48;-332.85;18.93;26.88;7.95;;40.03;-0.57;-5.3;0.01;-4.8;-40.38;-4.03;-8.41;9.41;0.12;23.27;;192331.77;-23.62;-1.13;1.84;90317069.04
EMAE4;57.59;3.45;23.04;1.84;1.04;17.63;2.25;15.31;156.74;88.15;-33.67;-0.39;3.53;2.7;-1.88;7.07;7.97;4.51;1.06;0.57;0.43;0.29;20.52;-4.97;189964.67;31.37;2.5;-2.03;1653681438.76
ATMP3;3.08;;0.07;-4.91;0.05;-31.36;-45.63;347.29;-0.54;-1.55;-1.02;;0.24;-4.72;-0.07;0.96;-6969.53;76.61;-72.03;-0.01;1.01;0.22;-16.95;;184860.39;-0.63;43.76;0.0;82267896.48
SNSY3;14.29;;-0.38;-0.06;0.22;25.14;6.63;-33.1;1.91;4.06;2.23;;0.13;7.41;-0.53;1.05;-15.19;-56.19;-3.24;-3.7;4.73;1.7;16.67;;183532.96;-245.68;-37.32;-0.01;105411215.2
TPIS3;4.18;;-2.95;0.21;0.06;10.26;-1.06;-6.5;-18.16;-168.12;-149.96;1.77;0.19;-0.48;-0.07;0.27;-7.27;-2.2;-4.18;0.3;0.7;0.34;-5.55;;159666.94;19.5;-1.42;0.0;183920000.0
RSUL4;79.97;3.64;7.99;2.73;1.38;41.84;27.58;16.95;4.91;1.48;-0.54;-0.3;1.35;4.5;-3.0;2.32;34.14;17.29;36.19;0.51;0.49;1.02;26.29;10.59;158377.49;29.31;10.01;-4.69;199543143.25
SNSY5;4.42;;-0.12;-0.02;0.07;25.14;6.63;-33.1;0.59;4.06;2.23;;0.04;2.29;-0.16;1.05;-15.19;-56.19;-3.24;-3.7;4.73;1.7;16.67;;156511.61;-245.68;-37.32;0.0;105411215.2
CEBR3;18.1;14.65;6.7;1.25;0.89;42.78;84.57;67.3;5.33;3.04;-2.76;-0.65;4.51;2.03;-1.88;6.09;18.63;13.32;12.9;0.71;0.11;0.2;-34.71;8.36;153141.83;14.5;2.7;-22.68;1420397941.5
UCAS3;2.85;;13.83;0.96;0.62;34.76;4.03;6.15;21.11;18.91;-2.2;-0.1;0.85;33.53;-0.91;1.06;6.91;4.47;4.06;0.65;0.35;0.73;9.24;;151332.53;2.98;0.21;-0.22;188346137.4
JFEN3;2.07;;-0.99;-0.06;0.04;-5.72;-93.39;-52.51;-0.56;-7.97;-7.41;;0.52;-0.18;-0.19;0.78;-6.43;-4.04;76.59;-0.63;1.72;0.08;-47.18;;150025.61;-32.5;-2.09;0.01;43554379.41
OSXB3;6.4;;-0.06;0.0;0.01;90.64;1360.32;-767.58;0.03;10.16;10.13;;0.47;-0.02;-0.01;0.02;-5.25;-12.01;-115.0;-2.29;3.29;0.02;26.98;;146347.11;-1978.77;-103.9;0.0;20147443.2
WEST3;1.27;;-2.28;0.52;0.38;42.07;-38.84;-29.31;-1.72;-0.22;1.5;-0.45;0.67;0.9;-1.02;3.16;-22.68;-16.91;-28.18;0.75;0.25;0.58;367.94;;144701.81;2.46;-0.56;-0.07;140559274.38
CEBR5;17.56;15.1;6.5;1.21;0.87;42.78;84.57;67.3;5.17;3.04;-2.76;-0.65;4.37;1.97;-1.83;6.09;18.63;13.32;12.9;0.71;0.11;0.2;-34.71;8.36;144114.44;14.5;2.7;-22.0;1420397941.5
TEKA4;27.7;;-0.09;-0.01;0.01;19.2;-34.33;-52.84;-0.14;-5.62;-5.52;;0.05;-0.01;-0.01;0.04;-7.43;-13.24;6.67;-1.78;2.78;0.25;15.05;;142333.78;-4039.83;-299.99;0.0;10668088.45
BRSR3;14.25;6.44;6.22;0.6;0.05;33.16;7.22;6.38;5.49;5.49;;;0.4;1.03;-0.05;4.22;9.69;0.76;;0.08;0.92;0.12;6.91;-3.06;139539.78;23.66;2.29;0.42;5829925393.61
EALT4;10.2;2.32;6.79;0.99;0.42;22.37;10.77;7.08;4.46;6.53;2.19;0.49;0.48;21.63;-0.67;1.05;14.61;6.15;13.65;0.42;0.58;0.87;23.92;1.96;126551.67;10.28;1.5;-0.31;223065000.0
WHRL4;4.4;8.51;18.56;2.58;0.7;16.27;8.15;3.24;7.38;6.34;-0.71;-0.25;0.6;11.08;-2.45;1.1;13.92;3.75;17.7;0.27;0.73;1.16;12.32;-3.95;117708.47;1.7;0.24;-0.54;6324222176.64
ENGI4;8.23;6.08;9.94;1.39;0.26;27.18;21.15;6.23;2.93;8.0;4.44;2.11;0.62;-44.75;-0.34;0.98;14.02;2.59;11.08;0.18;0.77;0.42;14.21;24.77;113931.89;5.91;0.83;-0.4;20427568957.72
BEES3;9.63;5.69;8.85;1.44;0.07;27.82;9.27;6.64;6.34;6.39;;;0.59;0.95;-0.08;;16.33;0.83;;0.05;0.95;0.12;12.53;15.49;112310.06;6.67;1.09;7.43;3068561968.4
PEAB4;47.01;0.69;39.39;1.29;1.01;81.61;36.95;45.24;48.23;37.87;-6.23;-0.17;17.82;3.59;-1.46;12.49;3.27;2.58;1.61;0.79;0.21;0.06;-34.5;-9.41;111845.9;36.52;1.19;-0.33;812848877.28
LVTC3;3.94;0.34;-482.52;0.4;0.18;21.71;6.09;-0.06;4.36;2.68;-1.69;-0.15;0.27;0.65;-0.33;2.75;-0.08;-0.04;8.36;0.46;0.54;0.69;;;109238.89;9.97;-0.01;4.77;254772468.22
CRPG5;36.12;14.53;15.75;1.51;1.12;7.03;3.33;11.13;52.65;49.84;-4.76;-0.14;1.75;2.06;-3.57;4.8;9.6;7.1;0.75;0.74;0.26;0.64;7.16;-3.38;107972.25;23.88;2.29;-0.42;1087063805.98
ALUP3;9.82;6.11;12.06;1.19;0.32;75.83;71.87;23.53;3.95;7.86;3.91;1.18;2.84;3.53;-0.39;1.89;9.87;2.63;9.39;0.27;0.62;0.11;20.04;17.61;107310.86;8.25;0.81;-0.57;8972092241.92
BPAC3;17.85;1.18;23.23;4.3;0.48;19.88;23.13;19.91;19.99;13.82;;;4.62;33.34;-4.94;1.02;18.51;2.07;;0.11;0.89;0.1;46.0;33.74;103487.69;4.15;0.77;0.99;141908812445.33
TRPL3;36.78;5.99;10.26;1.35;0.69;59.76;62.57;41.02;6.72;7.55;2.0;0.4;4.21;8.74;-0.83;1.9;13.14;6.72;11.65;0.51;0.47;0.16;15.07;11.59;100860.75;27.28;3.59;-1.2;20003752136.52
TELB4;11.53;;-14.67;0.63;0.25;-49.89;-3.91;-17.09;-64.08;-6.94;72.79;-0.71;2.51;0.77;-0.41;4.96;-4.28;-1.68;-0.91;0.39;0.61;0.1;36.54;;99959.19;18.37;-0.79;0.27;1239349672.12
DOTZ3;7.2;;-1.14;-0.43;0.32;86.0;-61.23;-59.93;-1.12;-1.13;-0.01;;0.69;-0.51;-0.62;0.44;-37.49;-27.83;73.51;-0.74;1.74;0.46;3.79;;97969.83;-16.78;-6.29;0.18;95357196.0
BPAC5;9.42;2.24;12.26;2.27;0.25;19.88;23.13;19.91;10.55;13.82;;;2.44;17.6;-2.6;1.02;18.51;2.07;;0.11;0.89;0.1;46.0;33.74;97434.42;4.15;0.77;0.52;141908812445.33
CGRA3;25.73;5.55;6.02;0.59;0.43;53.77;6.83;12.81;11.28;8.19;-3.05;-0.16;0.77;1.59;-0.75;2.66;9.8;7.1;3.78;0.72;0.28;0.55;9.76;6.93;97150.03;43.61;4.27;-0.23;514730631.27
PMAM3;4.2;;-0.06;-0.05;0.1;-57.2;-149.43;-297.02;-0.11;-2.38;-2.27;;0.17;-0.05;-0.14;0.15;-78.99;-166.84;427.96;-2.11;3.11;0.56;-10.58;;94493.75;-92.34;-72.94;0.0;182296165.8
NUTR3;5.39;;18.66;2.17;0.68;16.12;6.42;2.33;6.77;7.34;0.57;0.18;0.43;2.04;-2.17;1.94;11.63;3.63;21.12;0.31;0.69;1.56;36.34;;86718.94;2.48;0.29;-0.34;71387316.0
ENGI3;16.94;2.95;20.45;2.87;0.53;27.18;21.15;6.23;6.02;8.0;4.44;2.11;1.27;-92.1;-0.69;0.98;14.02;2.59;11.08;0.18;0.77;0.42;14.21;24.77;84025.36;5.91;0.83;-0.81;20427568957.72
G2DI33;2.0;;3.35;0.28;0.25;100.0;82.45;77.51;3.15;4.11;0.96;0.08;2.6;-9.44;-0.25;0.46;8.22;7.38;7.89;0.9;0.1;0.1;;;83314.94;7.25;0.6;-0.03;230112776.0
CEDO4;27.26;;4.26;1.47;0.32;28.22;15.02;5.48;1.55;2.88;1.21;1.15;0.23;4.6;-0.71;1.15;34.57;7.62;35.72;0.22;0.78;1.39;14.09;-5.0;79611.69;18.52;6.4;-0.01;293887497.92
EQPA3;7.75;1.9;8.11;3.84;1.19;35.11;27.61;21.18;6.22;7.52;1.3;0.8;1.72;10.99;-1.81;1.47;47.39;14.71;25.26;0.31;0.69;0.69;10.57;28.02;74413.86;2.02;0.96;0.15;17120234485.49
ENMT3;71.95;2.33;13.66;4.44;1.25;32.78;26.98;16.02;8.11;10.16;2.34;1.28;2.19;48.37;-1.73;1.1;32.5;9.13;19.51;0.28;0.72;0.57;13.11;199.68;72919.6;16.21;5.27;-68.04;15186394459.3
PTNT4;8.3;;7.99;1.06;0.47;17.15;9.51;6.09;5.12;6.91;1.14;0.24;0.49;1.73;-0.95;2.11;13.32;5.83;9.21;0.44;0.47;0.96;11.78;15.14;70439.56;7.8;1.04;-0.31;449078991.76
MNPR3;22.16;;-39.01;-0.49;0.47;27.89;8.31;-1.06;5.0;5.0;0.0;;0.42;-0.42;-1.12;0.34;-1.25;-1.21;-8.69;-0.97;1.97;1.14;13.94;;70295.94;-45.41;-0.57;0.36;157338216.0
